country,country_code,year,total,coal,oil,gas,cement,flaring,other,population,per_capita,temp_change
Czech Republic,CZE,1975,173.668344,131.181682,35.776915,3.787252,2.922495,0,,10058620,17.32229,
Czech Republic,CZE,1976,180.410796,134.840306,38.317369,4.294388,2.958733,0,,10125939,17.883625,
Czech Republic,CZE,1977,185.792436,136.720111,40.659179,5.431256,2.98189,0,,10186755,18.314599,
Czech Republic,CZE,1978,187.464378,139.999735,38.298835,6.095453,3.070355,0,,10242098,18.386303,
Czech Republic,CZE,1979,182.557386,134.53561,38.2988,6.679926,3.04305,0,,10292341,17.825776,
Czech Republic,CZE,1980,184.677405,136.633483,36.472497,8.486384,3.085042,0,,10304193,17.982116,
Czech Republic,CZE,1981,182.648472,136.64604,35.571375,7.378235,3.052822,0,,10300591,17.760735,
Czech Republic,CZE,1982,180.846056,136.682546,33.372149,7.882056,2.909304,0,,10314826,17.568631,
Czech Republic,CZE,1983,181.076168,138.050267,32.276996,7.844719,2.904186,0,,10323856,17.583345,
Czech Republic,CZE,1984,187.168027,141.063062,34.482533,8.756024,2.866408,0,,10330213,18.172156,
Czech Republic,CZE,1985,184.599826,138.659762,34.407032,8.788308,2.744723,0,,10337118,17.918267,
Czech Republic,CZE,1986,185.854488,140.921736,32.400552,9.826303,2.705896,0,,10342227,18.039431,
Czech Republic,CZE,1987,183.641402,138.66617,32.369577,9.931984,2.673671,0,,10347318,17.825659,
Czech Republic,CZE,1988,180.61703,137.604637,30.272244,9.966838,2.773311,0,,10355276,17.528568,
Czech Republic,CZE,1989,172.330692,131.211702,27.256321,11.154782,2.707887,0,,10361068,16.723835,
Czech Republic,CZE,1990,164.210748,123.419298,22.498455,12.564474,2.489184,0.458444,2.780893,10333355,15.940946,
Czech Republic,CZE,1991,148.879301,112.710792,19.794281,12.294275,2.308925,0.398053,1.372975,10308578,14.449585,
Czech Republic,CZE,1992,145.710611,105.791386,21.186315,14.721396,2.468417,0.396296,1.146802,10319123,14.13163,
Czech Republic,CZE,1993,140.129093,100.747048,20.387208,15.317111,2.194553,0.378091,1.105081,10329855,13.579827,0.286
Czech Republic,CZE,1994,132.673276,94.921606,19.804704,14.224929,2.208383,0.36793,1.145724,10333587,12.854316,1.797
Czech Republic,CZE,1995,131.627143,94.833781,17.670686,15.630055,2.005014,0.362271,1.125335,10327253,12.764832,1.03
Czech Republic,CZE,1996,135.004354,95.219197,18.032988,18.04149,2.116492,0.349971,1.244215,10315241,13.112755,-0.617
Czech Republic,CZE,1997,130.834167,90.922606,17.603135,18.435123,2.083359,0.344549,1.445395,10304131,12.728243,0.118
Czech Republic,CZE,1998,125.427259,83.665577,19.307904,18.423628,2.067652,0.339947,1.622552,10294373,12.220314,1.247
Czech Republic,CZE,1999,116.569943,75.615882,18.524563,18.474508,1.96291,0.313956,1.678124,10283860,11.373624,1.1
Czech Republic,CZE,2000,127.155962,86.836246,18.11629,18.134411,1.936861,0.322435,1.809719,10255063,12.423993,1.902
Czech Republic,CZE,2001,127.030014,84.798002,19.172562,19.299964,1.628836,0.331641,1.799009,10216605,12.417066,1.219
Czech Republic,CZE,2002,123.94689,82.675708,19.234477,18.538867,1.403479,0.333972,1.760388,10196916,12.106352,1.523
Czech Republic,CZE,2003,127.478649,83.968217,20.969221,18.97373,1.484852,0.322744,1.759886,10193998,12.439322,1.074
Czech Republic,CZE,2004,128.247534,83.408028,21.99812,19.119756,1.626764,0.314484,1.780382,10197101,12.498543,0.814
Czech Republic,CZE,2005,125.688561,80.603255,22.602097,18.759177,1.624534,0.313768,1.78573,10211216,12.226379,0.742
Czech Republic,CZE,2006,126.566097,81.883526,22.407563,18.415319,1.748455,0.335792,1.775442,10238905,12.282229,0.948
Czech Republic,CZE,2007,128.369906,83.626451,23.073623,17.459443,2.043081,0.303329,1.863979,10298828,12.417492,2.161
Czech Republic,CZE,2008,122.912256,78.658338,22.887978,17.297588,1.996149,0.298041,1.774162,10384603,11.842875,1.635
Czech Republic,CZE,2009,115.013223,73.285514,22.012917,16.31528,1.566075,0.259449,1.573987,10443936,11.036138,1.413
Czech Republic,CZE,2010,117.482148,74.552782,21.15383,18.398426,1.469,0.266721,1.641389,10474410,11.226466,0.396
Czech Republic,CZE,2011,115.185836,73.743722,20.917488,16.82475,1.664531,0.262402,1.772943,10496088,10.973864,1.029
Czech Republic,CZE,2012,111.280674,70.748821,20.432937,16.624004,1.51715,0.265973,1.691788,10510785,10.587003,1.57
Czech Republic,CZE,2013,106.711393,66.848675,19.786045,16.82618,1.331788,0.201347,1.717358,10514272,10.148924,0.77
Czech Republic,CZE,2014,104.228848,64.879622,20.831922,15.112665,1.482727,0.2032,1.718712,10525347,9.91034,2.494
Czech Republic,CZE,2015,104.995655,64.295744,21.350403,15.908707,1.558164,0.192151,1.690486,10546059,9.976974,2.112
Czech Republic,CZE,2016,106.655719,64.708775,21.391062,17.008725,1.697599,0.158792,1.690767,10566332,10.131066,2.067
Czech Republic,CZE,2017,107.747749,64.285837,22.163491,17.7136,1.728266,0.127356,1.7292,10594438,10.231187,1.585
Czech Republic,CZE,2018,106.337972,63.553489,22.372277,16.64164,1.867543,0.104034,1.798989,10629928,10.09417,2.641
Czech Republic,CZE,2019,101.012964,57.447407,22.487223,17.361777,1.977237,0.081281,1.658039,10671870,9.586619,2.533
Czech Republic,CZE,2020,91.853879,49.846815,21.129351,17.430786,1.891029,0.052561,1.503336,10697858,8.722276,2.331
Czech Republic,CZE,2021,97.138329,51.777952,23.232264,18.681187,1.891029,0.052561,1.503336,10505772,9.241807,1.29
Denmark,DNK,1961,31.701867,14.458144,16.462352,0,0.781371,0,,4611687,6.871642,1.12
Denmark,DNK,1962,36.889884,15.88919,20.193963,0,0.806731,0,,4647727,7.940149,-0.639
Denmark,DNK,1963,40.667913,16.117936,23.79768,0,0.752297,0,,4684483,8.688218,-1.018
Denmark,DNK,1964,43.146926,14.90755,27.30181,0,0.937566,0,,4722072,9.145142,-0.274
Denmark,DNK,1965,44.293371,13.72168,29.5868,0,0.984891,0,,4759012,9.312496,-0.603
Denmark,DNK,1966,50.078411,14.058768,34.983872,0,1.035771,0,,4797381,10.440826,-0.5
Denmark,DNK,1967,49.026427,12.56752,35.372256,0,1.086651,0,,4835354,10.140468,0.832
Denmark,DNK,1968,53.272676,12.333024,39.813024,0,1.126628,0,,4864883,10.94404,0.275
Denmark,DNK,1969,59.342587,11.497632,46.554784,0,1.290171,0,,4891860,12.120238,-0.139
Denmark,DNK,1970,62.03932,9.358409,51.394299,0,1.286613,0,,4928757,12.602028,-1.207
Denmark,DNK,1971,57.009548,5.737824,49.914672,0,1.357052,0,,4963126,11.513624,0.258
Denmark,DNK,1972,59.594058,5.327456,52.790912,0,1.431722,0.043968,,4991596,11.964089,0.285
Denmark,DNK,1973,59.222048,9.0684,48.6396,0,1.444432,0.069616,,5021861,11.824117,0.665
Denmark,DNK,1974,55.04179,8.181712,45.554512,0,1.250606,0.05496,,5045297,10.934934,0.575
Denmark,DNK,1975,55.744902,10.830784,43.649232,0,1.125654,0.139232,,5059862,11.020693,1.33
Denmark,DNK,1976,60.102741,12.23776,46.518144,0,1.189285,0.157552,,5072596,11.834106,0.295
Denmark,DNK,1977,61.817817,13.729008,46.55112,0,1.171289,0.3664,,5088419,12.133991,-0.019
Denmark,DNK,1978,61.096423,12.872404,46.553913,0,1.336661,0.333444,,5104248,11.958751,0.145
Denmark,DNK,1979,62.97823,16.290144,45.114832,0,1.232502,0.340752,,5116801,12.301834,-1.189
Denmark,DNK,1980,60.348445,22.015639,37.191005,0,0.984258,0.157542,,5123027,11.774406,-0.437
Denmark,DNK,1981,51.773059,18.089168,32.635248,0,0.825139,0.223504,,5121572,10.098157,0.304
Denmark,DNK,1982,53.68443,22.067622,30.473986,0,0.915622,0.227199,,5117810,10.472154,0.006
Denmark,DNK,1983,50.167913,19.965136,29.106816,0.029312,0.857801,0.208848,,5114297,9.790137,1.065
Denmark,DNK,1984,50.856492,21.366324,28.141549,0.216192,0.8686,0.263827,,5111619,9.93036,0.386
Denmark,DNK,1985,60.065327,28.003952,29.564816,1.286064,0.910047,0.300448,,5113691,11.732765,-0.996
Denmark,DNK,1986,58.907152,27.011008,28.348368,2.128784,1.063584,0.355408,,5120534,11.506721,-0.437
Denmark,DNK,1987,58.346474,27.465555,26.923352,2.703692,0.993763,0.260111,,5127024,11.392436,-0.98
Denmark,DNK,1988,55.112279,25.966768,24.816272,3.16936,0.888743,0.271136,,5129516,10.751293,0.926
Denmark,DNK,1989,48.808831,20.496416,23.398304,3.612704,1.063247,0.23816,,5132594,9.507109,1.802
Denmark,DNK,1990,53.584858,24.005216,23.186911,4.350278,0.882403,0.34073,0.819319,5140939,10.415702,1.845
Denmark,DNK,1991,64.200048,32.5699,24.286559,4.917327,1.087816,0.649547,0.6889,5154298,12.44591,0.617
Denmark,DNK,1992,58.390817,27.133132,23.621034,5.167223,1.193413,0.67682,0.599195,5171370,11.282227,1.451
Denmark,DNK,1993,60.637233,28.451488,23.99778,5.85112,1.206093,0.582017,0.548736,5188628,11.674983,0.236
Denmark,DNK,1994,64.69811,30.577564,25.164686,6.545929,1.192196,0.574908,0.642827,5206180,12.409013,0.97
Denmark,DNK,1995,61.614373,25.600004,26.024279,7.573576,1.203777,0.453629,0.759109,5233373,11.769256,1.308
Denmark,DNK,1996,74.868583,35.136786,28.364089,8.908523,1.281947,0.497713,0.679526,5263074,14.244384,-0.749
Denmark,DNK,1997,65.468792,26.150118,27.142491,9.375381,1.342881,0.697472,0.760448,5284991,12.405543,0.654
Denmark,DNK,1998,61.237958,22.219104,26.393218,10.18622,1.38983,0.522783,0.526804,5304219,11.55653,0.872
Denmark,DNK,1999,58.652424,18.672011,26.257872,10.710962,1.354876,1.106327,0.550376,5321799,11.025194,1.337
Denmark,DNK,2000,54.306122,15.657394,25.365901,10.639993,1.38526,0.72304,0.534534,5339616,10.168438,1.722
Denmark,DNK,2001,55.896359,16.557831,25.60819,11.104576,1.387852,0.770498,0.467412,5358783,10.42697,1.048
Denmark,DNK,2002,55.553625,16.537388,25.319603,11.096408,1.4163,0.673801,0.510125,5375931,10.328454,1.658
Denmark,DNK,2003,60.645144,22.573276,24.39448,11.214438,1.329911,0.669545,0.463493,5390574,11.238168,0.712
Denmark,DNK,2004,55.099645,17.281043,24.072277,11.153815,1.458926,0.751909,0.381676,5404523,10.174272,1.036
Denmark,DNK,2005,51.534638,14.601613,23.885699,10.690007,1.363377,0.547737,0.446205,5419432,9.479704,1.284
Denmark,DNK,2006,59.487502,22.005606,24.230801,10.88206,1.395466,0.531019,0.44255,5437272,10.899411,1.352
Denmark,DNK,2007,54.709152,18.421879,24.168866,9.738138,1.407086,0.543359,0.429825,5461438,9.983928,2.136
Denmark,DNK,2008,51.256206,16.133723,23.316689,9.826361,1.154749,0.387207,0.437477,5493621,9.314651,1.858
Denmark,DNK,2009,48.851236,15.784477,22.295484,9.411788,0.764407,0.261499,0.333582,5523095,8.83953,1.324
Denmark,DNK,2010,49.203676,15.351008,21.945465,10.569318,0.672224,0.352973,0.312688,5547683,8.864171,-0.195
Denmark,DNK,2011,44.248111,12.914962,20.915095,8.983264,0.861805,0.251864,0.32112,5570572,7.935435,0.684
Denmark,DNK,2012,39.870932,10.078159,19.9524,8.413963,0.871083,0.217234,0.338094,5591572,7.11859,1.145
Denmark,DNK,2013,41.772984,12.754866,19.57438,7.939518,0.867063,0.243547,0.39361,5614932,7.4258,0.401
Denmark,DNK,2014,37.577747,10.143308,19.084692,6.816457,0.887302,0.250358,0.395631,5643475,6.65016,2.681
Denmark,DNK,2015,35.227979,7.242452,19.582271,6.911255,0.931502,0.247145,0.313355,5683483,6.204517,1.523
Denmark,DNK,2016,37.033259,8.413077,19.862587,7.014874,1.095455,0.273043,0.374224,5728010,6.489257,1.856
Denmark,DNK,2017,34.78027,6.252826,20.02929,6.682384,1.193741,0.241398,0.380632,5764980,6.062149,1.624
Denmark,DNK,2018,34.724976,6.361589,20.089621,6.478645,1.159742,0.232564,0.402815,5793636,6.021652,2.115
Denmark,DNK,2019,30.955444,3.588381,19.69881,6.016661,1.129199,0.194717,0.327676,5814422,5.340941,2.185
Denmark,DNK,2020,28.282029,3.142834,18.591156,4.792077,1.226954,0.126262,0.402746,5831404,4.85475,2.642
Denmark,DNK,2021,29.576956,4.376753,18.665928,4.778313,1.226954,0.126262,0.402746,5856733,5.052228,1.691
Estonia,EST,1961,15.074554,12.316213,2.434366,0.171826,0.152149,0,,1225077,12.223506,
Estonia,EST,1962,15.820704,12.624653,2.804176,0.220163,0.171713,0,,1241623,12.675221,
Estonia,EST,1963,16.963813,13.373386,3.132269,0.275145,0.183013,0,,1258857,13.436258,
Estonia,EST,1964,18.038224,14.073973,3.42767,0.341554,0.195028,0,,1277086,14.121775,
Estonia,EST,1965,19.13474,14.800177,3.71506,0.401792,0.21771,0,,1294566,14.810124,
Estonia,EST,1966,20.207291,15.494757,4.020728,0.450911,0.240895,0,,1308597,15.474933,
Estonia,EST,1967,21.126862,15.90605,4.462637,0.502594,0.255582,0,,1318946,16.00834,
Estonia,EST,1968,21.716766,16.049082,4.848257,0.555182,0.264246,0,,1331214,16.276677,
Estonia,EST,1969,22.61354,16.482968,5.257591,0.601473,0.271509,0,,1345249,16.766867,
Estonia,EST,1970,23.789536,17.309025,5.643288,0.548861,0.288362,0,,1360076,17.466633,
Estonia,EST,1971,25.248327,18.048607,6.142492,0.634412,0.308201,0.114615,,1376955,18.365171,
Estonia,EST,1972,26.571408,18.742303,6.7213,0.67231,0.325061,0.110434,,1392518,19.148867,
Estonia,EST,1973,27.700382,19.184997,7.316278,0.71988,0.346189,0.133038,,1405951,19.788121,
Estonia,EST,1974,28.762138,19.514901,7.955455,0.77435,0.369255,0.148178,,1418169,20.368098,
Estonia,EST,1975,30.241387,20.322989,8.50092,0.854123,0.39698,0.166375,,1429352,21.236273,
Estonia,EST,1976,31.404337,21.073087,8.79154,0.948346,0.404807,0.186557,,1439576,21.879143,
Estonia,EST,1977,32.471624,21.630607,9.195631,1.027263,0.414664,0.203459,,1450211,22.438791,
Estonia,EST,1978,33.58172,21.837471,10.013252,1.094045,0.414949,0.222003,,1460188,23.019294,
Estonia,EST,1979,33.857242,22.027123,10.133404,1.172797,0.402637,0.121282,,1468333,23.053215,
Estonia,EST,1980,35.19275,23.112951,10.329941,1.218933,0.409775,0.12115,,1477219,23.827458,
Estonia,EST,1981,34.519861,21.768788,10.847793,1.357859,0.420342,0.125078,,1487666,23.233682,
Estonia,EST,1982,35.171721,22.216495,10.970599,1.446945,0.412348,0.125334,,1498414,23.520351,
Estonia,EST,1983,35.67498,22.403468,11.137636,1.577709,0.430904,0.125262,,1508745,23.693065,
Estonia,EST,1984,35.994132,22.63169,11.059978,1.735693,0.441286,0.125486,,1518617,23.740889,
Estonia,EST,1985,38.825543,25.380607,10.990468,1.875773,0.446975,0.13172,,1528781,25.446324,
Estonia,EST,1986,38.82411,25.817398,10.828775,1.597751,0.464925,0.115261,,1540190,25.275734,
Estonia,EST,1987,37.89473,25.847133,9.564013,1.902132,0.475739,0.105713,,1552221,24.48445,
Estonia,EST,1988,38.001675,25.445357,9.763075,2.074784,0.485966,0.232493,,1561900,24.366514,
Estonia,EST,1989,38.932401,26.245768,9.925871,2.041859,0.492192,0.226711,,1568131,24.828593,
Estonia,EST,1990,36.922213,24.43341,9.141815,2.720826,0.483038,9.7e-05,0.143028,1569174,23.507242,
Estonia,EST,1991,34.138629,22.531384,8.213078,2.760954,0.478963,9.8e-05,0.154152,1561314,21.805084,
Estonia,EST,1992,24.422898,17.796046,4.637503,1.606691,0.315369,5.7e-05,0.067232,1533091,15.855102,1.588
Estonia,EST,1993,19.439861,13.588837,4.799075,0.803466,0.228119,2.8e-05,0.020336,1494128,12.921694,0.525
Estonia,EST,1994,20.046154,14.117759,4.45977,1.11947,0.330055,4.1e-05,0.019059,1462514,13.583918,0.348
Estonia,EST,1995,18.066413,12.915185,3.494134,1.28909,0.347898,4.6e-05,0.020059,1436634,12.435796,1.731
Estonia,EST,1996,19.042308,13.448292,3.791132,1.421962,0.361466,5.1e-05,0.019405,1415594,13.272954,-0.369
Estonia,EST,1997,18.684563,13.190953,3.68084,1.393055,0.396068,5e-05,0.023597,1399535,13.14435,0.917
Estonia,EST,1998,16.94219,11.499491,3.647447,1.334247,0.403515,4.7e-05,0.057443,1386156,12.005971,0.521
Estonia,EST,1999,15.955205,10.920188,3.325614,1.296046,0.361043,4.6e-05,0.052267,1390244,11.368171,1.502
Estonia,EST,2000,15.500382,10.848638,2.72906,1.503341,0.373718,5.3e-05,0.045571,1396985,11.096455,2.043
Estonia,EST,2001,15.900311,10.67863,3.181921,1.611393,0.379768,5.7e-05,0.048541,1388115,11.455597,1.82
Estonia,EST,2002,15.383117,10.381148,3.232211,1.359874,0.356321,4.8e-05,0.053516,1379350,11.153329,1.466
Estonia,EST,2003,17.278976,12.168204,3.174117,1.546916,0.335282,5.5e-05,0.054402,1370720,12.606318,0.218
Estonia,EST,2004,17.342298,12.011994,3.17358,1.741538,0.364802,6.2e-05,0.050322,1362550,12.728479,1.159
Estonia,EST,2005,17.109785,11.743136,3.204709,1.741067,0.372883,6.4e-05,0.047925,1354775,12.630298,1.579
Estonia,EST,2006,16.454333,11.044037,3.21513,1.728618,0.413696,6.5e-05,0.052787,1346810,12.21818,1.237
Estonia,EST,2007,19.966375,14.256835,3.322427,1.737002,0.596716,6.5e-05,0.053331,1340680,14.8939,2.24
Estonia,EST,2008,17.890232,12.321859,3.237172,1.681875,0.602722,6.2e-05,0.046542,1337090,13.380767,2.582
Estonia,EST,2009,14.440645,10.019982,2.914425,1.223858,0.257,4.3e-05,0.025338,1334515,10.820594,1.597
Estonia,EST,2010,19.002517,14.260449,3.066222,1.327925,0.310433,4.6e-05,0.037442,1331475,14.271136,0.52
Estonia,EST,2011,18.984222,14.181459,3.156393,1.190208,0.416119,4.1e-05,0.040001,1327439,14.301497,1.276
Estonia,EST,2012,17.794827,12.602224,3.241552,1.27492,0.407444,4.4e-05,0.268643,1322696,13.453594,1.442
Estonia,EST,2013,19.697905,14.532069,3.253254,1.212138,0.39905,4.5e-05,0.30135,1317997,14.945504,1.157
Estonia,EST,2014,18.860397,14.071926,3.293512,1.021995,0.421884,3.5e-05,0.051045,1314545,14.347679,2.403
Estonia,EST,2015,15.8469,11.263031,3.396913,0.915042,0.205612,3.1e-05,0.066271,1315407,12.054018,2.344
Estonia,EST,2016,17.559353,12.752646,3.503724,1.051739,0.185181,3.6e-05,0.066026,1315790,13.343724,1.895
Estonia,EST,2017,18.762487,13.87706,3.571821,0.922599,0.306764,3.2e-05,0.084211,1317384,14.240447,1.474
Estonia,EST,2018,17.935074,13.06273,3.503322,0.986677,0.297762,3.4e-05,0.084549,1321977,13.565103,2.381
Estonia,EST,2019,12.38019,7.775731,3.315348,0.914391,0.295485,3.2e-05,0.079203,1326898,9.329183,2.183
Estonia,EST,2020,9.34301,5.335555,3.111814,0.809566,0.020121,2.8e-05,0.065924,1329522,7.027757,3.595
Estonia,EST,2021,10.449021,6.221633,3.226733,0.914581,0.020121,2.8e-05,0.065924,1330932,7.864087,2.133
Finland,FIN,1961,14.921697,6.233994,8.022465,0,0.665237,0,,4461005,3.344525,1.906
Finland,FIN,1962,16.79028,6.516834,9.601249,0,0.672196,0,,4491443,3.737675,-0.322
Finland,FIN,1963,19.336491,6.921296,11.710144,0,0.705051,0,,4523309,4.273922,-0.386
Finland,FIN,1964,22.827689,8.013168,14.036784,0,0.777737,0,,4548543,5.017567,0.35
Finland,FIN,1965,25.300086,7.225408,17.198816,0,0.875862,0,,4563732,5.542694,-0.25
Finland,FIN,1966,29.488841,6.789392,21.921712,0,0.777737,0,,4580869,6.4361,-1.793
Finland,FIN,1967,28.587735,6.5952,21.243872,0,0.748663,0,,4605744,6.205137,1.097
Finland,FIN,1968,33.281468,7.869406,24.681651,0,0.730411,0,,4626469,7.191662,-1.624
Finland,FIN,1969,37.896829,9.445792,27.564272,0,0.886765,0,,4623785,8.194977,-0.469
Finland,FIN,1970,40.355046,8.633168,30.795051,0,0.926827,0,,4606307,8.760227,-0.621
Finland,FIN,1971,40.53676,7.778672,31.854816,0,0.903272,0,,4612124,8.788602,-0.446
Finland,FIN,1972,44.106083,8.81192,34.324352,0,0.969811,0,,4639657,9.505968,0.942
Finland,FIN,1973,49.320161,9.786544,38.515968,0,1.017649,0,,4666081,10.56974,1.144
Finland,FIN,1974,46.608371,9.738912,34.93624,0.868368,1.064851,0,,4690574,9.936599,1.125
Finland,FIN,1975,46.025675,8.995836,34.620226,1.418081,0.991533,0,,4711440,9.769068,1.898
Finland,FIN,1976,51.198465,12.223978,36.580328,1.524333,0.869826,0,,4725664,10.834466,-0.872
Finland,FIN,1977,50.136987,11.76144,35.844912,1.718416,0.812219,0,,4738902,10.580238,-0.222
Finland,FIN,1978,51.825015,15.385136,33.767424,1.86864,0.803815,0,,4752528,10.90502,-0.521
Finland,FIN,1979,54.237019,16.464905,35.073105,1.879505,0.819504,0,,4764690,11.383407,-0.751
Finland,FIN,1980,58.139288,20.011508,35.51658,1.765937,0.845263,0,,4779535,12.164512,-0.377
Finland,FIN,1981,51.403281,17.51392,31.645968,1.403312,0.840081,0,,4799964,10.709318,-0.237
Finland,FIN,1982,42.976475,12.031552,28.76728,1.322591,0.855052,0,,4826933,8.903607,-0.153
Finland,FIN,1983,41.463371,12.827664,26.483392,1.2824,0.869915,0,,4855787,8.539055,0.966
Finland,FIN,1984,42.147141,15.034697,24.902705,1.462063,0.747676,0,,4881803,8.633617,0.759
Finland,FIN,1985,49.549076,19.032221,27.92907,1.861449,0.726335,0,,4902206,10.10757,-1.173
Finland,FIN,1986,53.214366,16.997296,33.320416,2.260688,0.635966,0,,4918154,10.819948,-0.179
Finland,FIN,1987,57.5334,20.329165,33.575367,2.993678,0.635189,0,,4932123,11.664912,-1.652
Finland,FIN,1988,52.058082,19.734304,28.45096,3.206,0.666818,0,,4946481,10.524096,0.579
Finland,FIN,1989,52.44793,19.003843,28.48195,4.260935,0.701202,0,,4964371,10.564648,2.175
Finland,FIN,1990,56.914337,22.131907,27.658059,5.152646,0.729179,0.111493,1.131052,4986431,11.413581,1.246
Finland,FIN,1991,55.18876,21.38824,26.808258,5.38357,0.568881,0.103462,0.93635,5013740,11.007253,1.133
Finland,FIN,1992,54.265059,20.677522,26.654063,5.574695,0.473455,0.109842,0.77548,5041992,10.762348,1.159
Finland,FIN,1993,56.313366,23.400686,25.604295,5.821841,0.361323,0.156894,0.968327,5066447,11.114615,0.929
Finland,FIN,1994,61.732669,27.593213,26.406872,6.295258,0.363592,0.06643,1.007304,5088333,12.131825,0.135
Finland,FIN,1995,58.115518,24.657018,25.591172,6.509337,0.377933,0.074597,0.90546,5107790,11.37748,1.693
Finland,FIN,1996,64.033059,29.756941,26.030928,6.789215,0.381418,0.064758,1.0098,5124573,12.494943,0.131
Finland,FIN,1997,62.696172,28.497131,26.015385,6.646342,0.449988,0.103224,0.984101,5139835,12.197834,0.777
Finland,FIN,1998,59.351464,23.71752,26.57104,7.591387,0.447847,0.063936,0.959735,5153498,11.516631,0.064
Finland,FIN,1999,58.866897,23.035742,26.72216,7.571017,0.478644,0.05515,1.004184,5165474,11.396186,1.153
Finland,FIN,2000,57.009923,21.985056,25.820298,7.715635,0.504844,0.058479,0.925612,5176209,11.013837,2.019
Finland,FIN,2001,62.513736,26.124685,26.442807,8.389881,0.503631,0.052955,0.999777,5188008,12.049675,1.361
Finland,FIN,2002,65.04097,28.3046,26.804666,8.339674,0.484866,0.061502,1.045662,5200598,12.506445,1.166
Finland,FIN,2003,72.654324,35.015387,26.923379,9.230054,0.466621,0.056022,0.962862,5213014,13.937172,0.707
Finland,FIN,2004,68.939111,31.638443,26.911409,8.868951,0.528846,0.055037,0.936424,5228172,13.186161,1.225
Finland,FIN,2005,57.047316,21.033608,26.355567,8.121729,0.542212,0.070422,0.923778,5246096,10.874294,2.195
Finland,FIN,2006,68.37069,31.583569,26.451024,8.687111,0.573898,0.058224,1.016864,5266268,12.982801,1.2
Finland,FIN,2007,66.759835,30.347012,26.644071,8.117507,0.605468,0.08091,0.964868,5288720,12.623135,1.94
Finland,FIN,2008,58.620999,23.673561,24.939108,8.359042,0.619774,0.097135,0.932379,5313399,11.032776,2.125
Finland,FIN,2009,55.905073,22.893733,24.190767,7.498413,0.38528,0.074715,0.862164,5338871,10.471438,1.685
Finland,FIN,2010,64.080758,29.140657,25.126744,8.272525,0.525706,0.096411,0.918716,5363352,11.948074,0.232
Finland,FIN,2011,56.637171,24.079079,23.761772,7.252456,0.557828,0.087792,0.898243,5388272,10.511401,1.345
Finland,FIN,2012,51.145686,19.592491,23.668124,6.461504,0.497163,0.101813,0.824592,5413971,9.447177,1.533
Finland,FIN,2013,51.703752,21.358095,22.836903,6.063857,0.481772,0.079154,0.883971,5438972,9.506337,1.414
Finland,FIN,2014,47.595831,19.324992,21.54024,5.392475,0.468797,0.08373,0.785597,5461512,8.714887,2.584
Finland,FIN,2015,44.099095,16.840545,21.280789,4.723437,0.462146,0.108521,0.683658,5479531,8.048072,2.605
Finland,FIN,2016,47.181861,18.658283,22.862838,4.207125,0.553242,0.104111,0.796262,5495303,8.585984,2.142
Finland,FIN,2017,44.577796,17.087034,22.126732,3.88629,0.603658,0.146588,0.727494,5508214,8.093076,1.477
Finland,FIN,2018,45.796461,17.922401,22.100755,4.411671,0.601681,0.090786,0.669166,5515525,8.303288,2.144
Finland,FIN,2019,42.381841,15.255686,21.581214,4.310229,0.583481,0.065145,0.586086,5521606,7.675732,1.436
Finland,FIN,2020,37.595927,11.871713,20.139138,4.361261,0.569667,0.07634,0.577809,5529543,6.799194,3.305
Finland,FIN,2021,37.602328,12.291231,19.82569,4.26656,0.569667,0.07576,0.57342,5541017,6.792338,1.923
France,FRA,1961,315.707229,204.520367,94.664578,8.919262,7.603021,0,,47161641,6.841927,0.837
France,FRA,1962,332.911448,208.139505,106.018195,10.409431,8.344316,0,,47679792,7.138632,-0.296
France,FRA,1963,338.036191,199.828716,119.548038,9.697292,8.962145,0,,48189939,7.173753,-0.948
France,FRA,1964,368.88172,203.536508,143.961016,10.739265,10.644931,0,,48733997,7.742792,0.03
France,FRA,1965,363.497535,184.075743,157.957706,10.408594,11.055492,0,,49282756,7.546327,-0.622
France,FRA,1966,380.389802,180.509462,176.73737,11.625924,11.517046,0,,49817041,7.813593,0.421
France,FRA,1967,404.666619,176.377357,203.09878,13.139197,12.051286,0,,50334012,8.22804,0.492
France,FRA,1968,418.25425,169.058741,221.073132,15.573195,12.549183,0,,50817020,8.424515,-0.079
France,FRA,1969,443.401404,166.979932,244.987855,17.819588,13.614028,0,,51272683,8.852616,0.017
France,FRA,1970,460.449172,153.122611,273.199323,19.789868,14.337371,0,,51724116,9.113549,-0.104
France,FRA,1971,493.421643,141.983277,307.762764,23.807945,14.184571,5.683086,,52185222,9.680496,-0.172
France,FRA,1972,513.987332,125.761917,339.873775,28.270571,14.528832,5.552238,,52637888,9.997738,-0.338
France,FRA,1973,538.685198,120.367379,365.832982,32.413357,14.786985,5.284496,,53053660,10.396503,0.042
France,FRA,1974,520.686041,120.780902,345.725288,33.735355,15.431381,5.013114,,53415250,9.981798,-0.103
France,FRA,1975,482.201449,109.659544,314.921152,38.917193,13.992677,4.710883,,53715733,9.19354,0.46
France,FRA,1976,523.484235,123.762195,340.9761,40.072923,13.776647,4.89637,,53966558,9.936065,0.347
France,FRA,1977,506.997659,122.908172,323.195679,42.532961,13.388309,4.972538,,54221988,9.57947,0.004
France,FRA,1978,528.802814,119.504566,345.647138,45.877013,12.893157,4.880941,,54486195,9.944518,-0.228
